x-axis,v1,v2
-1.247500E-06,+5.266331634019E+00,-15.075344592E-03
-1.245000E-06,+5.216080378275E+00,+20.100534428E-03
-1.242500E-06,+5.251256257296E+00,+25.125660002E-03
-1.240000E-06,+5.281407010742E+00,-15.075344592E-03
-1.237500E-06,+5.251256257296E+00,+10.050283279E-03
-1.235000E-06,+5.251256257296E+00,-15.075344592E-03
-1.232500E-06,+5.251256257296E+00,+32.131E-09
-1.230000E-06,+5.251256257296E+00,-10.050219018E-03
-1.227500E-06,+5.251256257296E+00,-15.075344592E-03
-1.225000E-06,+5.256281382870E+00,-15.075344592E-03
-1.222500E-06,+5.251256257296E+00,+32.131E-09
-1.220000E-06,+5.286432136316E+00,-15.075344592E-03
-1.217500E-06,+5.251256257296E+00,+25.125660002E-03
-1.215000E-06,+5.216080378275E+00,+25.125660002E-03
-1.212500E-06,+5.261306508444E+00,+32.131E-09
-1.210000E-06,+5.251256257296E+00,+20.100534428E-03
-1.207500E-06,+5.266331634019E+00,+10.050283279E-03
-1.205000E-06,+5.251256257296E+00,-15.075344592E-03
-1.202500E-06,+5.266331634019E+00,-15.075344592E-03
-1.200000E-06,+5.251256257296E+00,-15.075344592E-03
-1.197500E-06,+5.266331634019E+00,-15.075344592E-03
-1.195000E-06,+5.251256257296E+00,-15.075344592E-03
-1.192500E-06,+5.251256257296E+00,-15.075344592E-03
-1.190000E-06,+5.246231131721E+00,-15.075344592E-03
-1.187500E-06,+5.251256257296E+00,-40.200972464E-03
-1.185000E-06,+5.256281382870E+00,+25.125660002E-03
-1.182500E-06,+5.251256257296E+00,-15.075344592E-03
-1.180000E-06,+5.286432136316E+00,-15.075344592E-03
-1.177500E-06,+5.251256257296E+00,+25.125660002E-03
-1.175000E-06,+5.251256257296E+00,-15.075344592E-03
-1.172500E-06,+5.226130629424E+00,+32.131E-09
-1.170000E-06,+5.251256257296E+00,+20.100534428E-03
-1.167500E-06,+5.251256257296E+00,+10.050283279E-03
-1.165000E-06,+5.286432136316E+00,+20.100534428E-03
-1.162500E-06,+5.251256257296E+00,+32.131E-09
-1.160000E-06,+5.251256257296E+00,-10.050219018E-03
-1.157500E-06,+5.226130629424E+00,+10.050283279E-03
-1.155000E-06,+5.251256257296E+00,-15.075344592E-03
-1.152500E-06,+5.251256257296E+00,+32.131E-09
-1.150000E-06,+5.251256257296E+00,-10.050219018E-03
-1.147500E-06,+5.291457261890E+00,-15.075344592E-03
-1.145000E-06,+5.251256257296E+00,+20.100534428E-03
-1.142500E-06,+5.266331634019E+00,-15.075344592E-03
-1.140000E-06,+5.286432136316E+00,-15.075344592E-03
-1.137500E-06,+5.251256257296E+00,+32.131E-09
-1.135000E-06,+5.251256257296E+00,-15.075344592E-03
-1.132500E-06,+5.236180880573E+00,-15.075344592E-03
-1.130000E-06,+5.256281382870E+00,-15.075344592E-03
-1.127500E-06,+5.266331634019E+00,-15.075344592E-03
-1.125000E-06,+5.251256257296E+00,+20.100534428E-03
-1.122500E-06,+5.266331634019E+00,-15.075344592E-03
-1.120000E-06,+5.286432136316E+00,-10.050219018E-03
-1.117500E-06,+5.251256257296E+00,+10.050283279E-03
-1.115000E-06,+5.251256257296E+00,-15.075344592E-03
-1.112500E-06,+5.251256257296E+00,-15.075344592E-03
-1.110000E-06,+5.251256257296E+00,-15.075344592E-03
-1.107500E-06,+5.251256257296E+00,+10.050283279E-03
-1.105000E-06,+5.251256257296E+00,+25.125660002E-03
-1.102500E-06,+5.251256257296E+00,+32.131E-09
-1.100000E-06,+5.291457261890E+00,-10.050219018E-03
-1.097500E-06,+5.226130629424E+00,+25.125660002E-03
-1.095000E-06,+5.246231131721E+00,+55.276413448E-03
-1.092500E-06,+5.266331634019E+00,+32.131E-09
-1.090000E-06,+5.251256257296E+00,+20.100534428E-03
-1.087500E-06,+5.251256257296E+00,+25.125660002E-03
-1.085000E-06,+5.216080378275E+00,-15.075344592E-03
-1.082500E-06,+5.251256257296E+00,-15.075344592E-03
-1.080000E-06,+5.251256257296E+00,+25.125660002E-03
-1.077500E-06,+5.236180880573E+00,+25.125660002E-03
-1.075000E-06,+5.251256257296E+00,-10.050219018E-03
-1.072500E-06,+5.276381885167E+00,+32.131E-09
-1.070000E-06,+5.251256257296E+00,-15.075344592E-03
-1.067500E-06,+5.251256257296E+00,-15.075344592E-03
-1.065000E-06,+5.246231131721E+00,-15.075344592E-03
-1.062500E-06,+5.251256257296E+00,-15.075344592E-03
-1.060000E-06,+5.251256257296E+00,-15.075344592E-03
-1.057500E-06,+5.251256257296E+00,-15.075344592E-03
-1.055000E-06,+5.251256257296E+00,-15.075344592E-03
-1.052500E-06,+5.236180880573E+00,+32.131E-09
-1.050000E-06,+5.251256257296E+00,-10.050219018E-03
-1.047500E-06,+5.266331634019E+00,-15.075344592E-03
-1.045000E-06,+5.251256257296E+00,+20.100534428E-03
-1.042500E-06,+5.266331634019E+00,+10.050283279E-03
-1.040000E-06,+5.286432136316E+00,-10.050219018E-03
-1.037500E-06,+5.251256257296E+00,-40.200972464E-03
-1.035000E-06,+5.256281382870E+00,-15.075344592E-03
-1.032500E-06,+5.291457261890E+00,-15.075344592E-03
-1.030000E-06,+5.251256257296E+00,-10.050219018E-03
-1.027500E-06,+5.251256257296E+00,-15.075344592E-03
-1.025000E-06,+5.256281382870E+00,-15.075344592E-03
-1.022500E-06,+5.251256257296E+00,-15.075344592E-03
-1.020000E-06,+5.251256257296E+00,-10.050219018E-03
-1.017500E-06,+5.251256257296E+00,-15.075344592E-03
-1.015000E-06,+5.251256257296E+00,+15.075408854E-03
-1.012500E-06,+5.276381885167E+00,-15.075344592E-03
-1.010000E-06,+5.251256257296E+00,+25.125660002E-03
-1.007500E-06,+5.251256257296E+00,-15.075344592E-03
-1.005000E-06,+5.221105503849E+00,+15.075408854E-03
-1.002500E-06,+5.251256257296E+00,-15.075344592E-03
-1.000000E-06,+5.286432136316E+00,+25.125660002E-03
-997.500E-09,+5.251256257296E+00,-15.075344592E-03
-995.000E-09,+5.286432136316E+00,-15.075344592E-03
-992.500E-09,+5.251256257296E+00,+32.131E-09
-990.000E-09,+5.251256257296E+00,-10.050219018E-03
-987.500E-09,+5.251256257296E+00,+10.050283279E-03
-985.000E-09,+5.251256257296E+00,-15.075344592E-03
-982.500E-09,+5.266331634019E+00,-15.075344592E-03
-980.000E-09,+5.251256257296E+00,-15.075344592E-03
-977.500E-09,+5.251256257296E+00,-15.075344592E-03
-975.000E-09,+5.251256257296E+00,-15.075344592E-03
-972.500E-09,+5.251256257296E+00,+32.131E-09
-970.000E-09,+5.251256257296E+00,-15.075344592E-03
-967.500E-09,+5.266331634019E+00,-15.075344592E-03
-965.000E-09,+5.256281382870E+00,+20.100534428E-03
-962.500E-09,+5.251256257296E+00,+10.050283279E-03
-960.000E-09,+5.251256257296E+00,-10.050219018E-03
-957.500E-09,+5.251256257296E+00,-30.150721315E-03
-955.000E-09,+5.251256257296E+00,-15.075344592E-03
-952.500E-09,+5.251256257296E+00,+10.050283279E-03
-950.000E-09,+5.251256257296E+00,-10.050219018E-03
-947.500E-09,+5.291457261890E+00,-15.075344592E-03
-945.000E-09,+5.256281382870E+00,-15.075344592E-03
-942.500E-09,+5.226130629424E+00,-15.075344592E-03
-940.000E-09,+5.251256257296E+00,-50.251223613E-03
-937.500E-09,+5.251256257296E+00,-15.075344592E-03
-935.000E-09,+5.251256257296E+00,-15.075344592E-03
-932.500E-09,+5.291457261890E+00,+32.131E-09
-930.000E-09,+5.251256257296E+00,+20.100534428E-03
-927.500E-09,+5.266331634019E+00,-15.075344592E-03
-925.000E-09,+5.251256257296E+00,+20.100534428E-03
-922.500E-09,+5.276381885167E+00,-15.075344592E-03
-920.000E-09,+5.281407010742E+00,+20.100534428E-03
-917.500E-09,+5.251256257296E+00,+10.050283279E-03
-915.000E-09,+5.251256257296E+00,-15.075344592E-03
-912.500E-09,+5.291457261890E+00,+32.131E-09
-910.000E-09,+5.251256257296E+00,-45.226098039E-03
-907.500E-09,+5.276381885167E+00,+10.050283279E-03
-905.000E-09,+5.251256257296E+00,+20.100534428E-03
-902.500E-09,+5.251256257296E+00,+10.050283279E-03
-900.000E-09,+5.286432136316E+00,-15.075344592E-03
-897.500E-09,+5.226130629424E+00,+25.125660002E-03
-895.000E-09,+5.246231131721E+00,-15.075344592E-03
-892.500E-09,+5.261306508444E+00,-25.125595741E-03
-890.000E-09,+5.251256257296E+00,-10.050219018E-03
-887.500E-09,+5.251256257296E+00,-15.075344592E-03
-885.000E-09,+5.221105503849E+00,+20.100534428E-03
-882.500E-09,+5.251256257296E+00,+32.131E-09
-880.000E-09,+5.246231131721E+00,-50.251223613E-03
-877.500E-09,+5.236180880572E+00,+10.050283279E-03
-875.000E-09,+5.251256257296E+00,-10.050219018E-03
-872.500E-09,+5.251256257296E+00,-15.075344592E-03
-870.000E-09,+5.251256257296E+00,-10.050219018E-03
-867.500E-09,+5.251256257296E+00,+10.050283279E-03
-865.000E-09,+5.256281382870E+00,-15.075344592E-03
-862.500E-09,+5.251256257296E+00,+32.131E-09
-860.000E-09,+5.251256257296E+00,-10.050219018E-03
-857.500E-09,+5.251256257296E+00,+10.050283279E-03
-855.000E-09,+5.251256257296E+00,-15.075344592E-03
-852.500E-09,+5.276381885167E+00,-15.075344592E-03
-850.000E-09,+5.251256257296E+00,+25.125660002E-03
-847.500E-09,+5.251256257296E+00,-15.075344592E-03
-845.000E-09,+5.221105503849E+00,+20.100534428E-03
-842.500E-09,+5.251256257296E+00,-15.075344592E-03
-840.000E-09,+5.286432136316E+00,-10.050219018E-03
-837.500E-09,+5.236180880572E+00,+10.050283279E-03
-835.000E-09,+5.251256257296E+00,+25.125660002E-03
-832.500E-09,+5.276381885167E+00,-15.075344592E-03
-830.000E-09,+5.251256257296E+00,-15.075344592E-03
-827.500E-09,+5.251256257296E+00,-40.200972464E-03
-825.000E-09,+5.251256257296E+00,+20.100534428E-03
-822.500E-09,+5.251256257296E+00,-15.075344592E-03
-820.000E-09,+5.251256257296E+00,-15.075344592E-03
-817.500E-09,+5.251256257296E+00,+10.050283279E-03
-815.000E-09,+5.251256257296E+00,+20.100534428E-03
-812.500E-09,+5.276381885167E+00,-15.075344592E-03
-810.000E-09,+5.251256257296E+00,+20.100534428E-03
-807.500E-09,+5.251256257296E+00,-15.075344592E-03
-805.000E-09,+5.251256257296E+00,-15.075344592E-03
-802.500E-09,+5.251256257296E+00,-15.075344592E-03
-800.000E-09,+5.286432136316E+00,+25.125660002E-03
-797.500E-09,+5.251256257296E+00,+10.050283279E-03
-795.000E-09,+5.291457261890E+00,-10.050219018E-03
-792.500E-09,+5.291457261890E+00,-15.075344592E-03
-790.000E-09,+5.251256257296E+00,-50.251223613E-03
-787.500E-09,+5.266331634019E+00,-15.075344592E-03
-785.000E-09,+5.256281382870E+00,+20.100534428E-03
-782.500E-09,+5.251256257296E+00,-15.075344592E-03
-780.000E-09,+5.286432136316E+00,-55.276349187E-03
-777.500E-09,+5.276381885167E+00,-15.075344592E-03
-775.000E-09,+5.286432136316E+00,-20.100470166E-03
-772.500E-09,+5.261306508444E+00,+32.131E-09
-770.000E-09,+5.286432136316E+00,+20.100534428E-03
-767.500E-09,+5.291457261890E+00,+10.050283279E-03
-765.000E-09,+5.256281382870E+00,+20.100534428E-03
-762.500E-09,+5.251256257296E+00,+25.125660002E-03
-760.000E-09,+5.251256257296E+00,-10.050219018E-03
-757.500E-09,+5.251256257296E+00,+10.050283279E-03
-755.000E-09,+5.286432136316E+00,-10.050219018E-03
-752.500E-09,+5.276381885167E+00,-15.075344592E-03
-750.000E-09,+5.251256257296E+00,-15.075344592E-03
-747.500E-09,+5.251256257296E+00,+10.050283279E-03
-745.000E-09,+5.256281382870E+00,-15.075344592E-03
-742.500E-09,+5.251256257296E+00,+32.131E-09
-740.000E-09,+5.286432136316E+00,-20.100470166E-03
-737.500E-09,+5.251256257296E+00,-15.075344592E-03
-735.000E-09,+5.251256257296E+00,+20.100534428E-03
-732.500E-09,+5.276381885167E+00,-15.075344592E-03
-730.000E-09,+5.251256257296E+00,+25.125660002E-03
-727.500E-09,+5.251256257296E+00,-15.075344592E-03
-725.000E-09,+5.256281382870E+00,-20.100470166E-03
-722.500E-09,+5.251256257296E+00,+10.050283279E-03
-720.000E-09,+5.281407010742E+00,-15.075344592E-03
-717.500E-09,+5.236180880572E+00,-15.075344592E-03
-715.000E-09,+5.286432136316E+00,-10.050219018E-03
-712.500E-09,+5.251256257296E+00,+10.050283279E-03
-710.000E-09,+5.246231131722E+00,-10.050219018E-03
-707.500E-09,+5.266331634019E+00,-15.075344592E-03
-705.000E-09,+5.256281382870E+00,-15.075344592E-03
-702.500E-09,+5.251256257296E+00,+32.131E-09
-700.000E-09,+5.251256257296E+00,-15.075344592E-03
-697.500E-09,+5.251256257296E+00,-15.075344592E-03
-695.000E-09,+5.251256257296E+00,+20.100534428E-03
-692.500E-09,+5.276381885167E+00,-15.075344592E-03
-690.000E-09,+5.251256257296E+00,+25.125660002E-03
-687.500E-09,+5.291457261890E+00,+10.050283279E-03
-685.000E-09,+5.256281382870E+00,+20.100534428E-03
-682.500E-09,+5.251256257296E+00,-15.075344592E-03
-680.000E-09,+5.286432136316E+00,+20.100534428E-03
-677.500E-09,+5.226130629424E+00,-15.075344592E-03
-675.000E-09,+5.286432136316E+00,-10.050219018E-03
-672.500E-09,+5.266331634019E+00,-15.075344592E-03
-670.000E-09,+5.251256257296E+00,-10.050219018E-03
-667.500E-09,+5.276381885167E+00,-15.075344592E-03
-665.000E-09,+5.256281382870E+00,-15.075344592E-03
-662.500E-09,+5.251256257296E+00,-15.075344592E-03
-660.000E-09,+5.286432136316E+00,-15.075344592E-03
-657.500E-09,+5.276381885167E+00,+32.131E-09
-655.000E-09,+5.251256257296E+00,-20.100470166E-03
-652.500E-09,+5.211055252701E+00,-15.075344592E-03
-650.000E-09,+5.251256257296E+00,-15.075344592E-03
-647.500E-09,+5.266331634019E+00,+10.050283279E-03
-645.000E-09,+5.256281382870E+00,+20.100534428E-03
-642.500E-09,+5.251256257296E+00,+25.125660002E-03
-640.000E-09,+5.251256257296E+00,-15.075344592E-03
-637.500E-09,+5.276381885167E+00,-15.075344592E-03
-635.000E-09,+5.251256257296E+00,-15.075344592E-03
-632.500E-09,+5.291457261890E+00,-15.075344592E-03
-630.000E-09,+5.251256257296E+00,-10.050219018E-03
-627.500E-09,+5.291457261890E+00,+10.050283279E-03
-625.000E-09,+5.256281382870E+00,-15.075344592E-03
-622.500E-09,+5.266331634019E+00,-25.125595740E-03
-620.000E-09,+5.291457261890E+00,-15.075344592E-03
-617.500E-09,+5.251256257296E+00,+10.050283279E-03
-615.000E-09,+5.291457261890E+00,+20.100534428E-03
-612.500E-09,+5.276381885167E+00,+32.131E-09
-610.000E-09,+5.321608015337E+00,-15.075344592E-03
-607.500E-09,+5.291457261890E+00,+10.050283279E-03
-605.000E-09,+5.256281382870E+00,+20.100534428E-03
-602.500E-09,+5.266331634019E+00,-15.075344592E-03
-600.000E-09,+5.286432136316E+00,+20.100534428E-03
-597.500E-09,+5.226130629424E+00,-15.075344592E-03
-595.000E-09,+5.291457261890E+00,-10.050219018E-03
-592.500E-09,+5.266331634019E+00,-15.075344592E-03
-590.000E-09,+5.251256257296E+00,-15.075344592E-03
-587.500E-09,+5.266331634019E+00,-15.075344592E-03
-585.000E-09,+5.256281382870E+00,-15.075344592E-03
-582.500E-09,+5.251256257296E+00,-15.075344592E-03
-580.000E-09,+5.286432136316E+00,-10.050219018E-03
-577.500E-09,+5.291457261890E+00,-15.075344592E-03
-575.000E-09,+5.256281382870E+00,+20.100534428E-03
-572.500E-09,+5.251256257296E+00,-15.075344592E-03
-570.000E-09,+5.251256257296E+00,-15.075344592E-03
-567.500E-09,+5.251256257296E+00,+10.050283279E-03
-565.000E-09,+5.251256257296E+00,-15.075344592E-03
-562.500E-09,+5.251256257296E+00,+25.125660002E-03
-560.000E-09,+5.286432136316E+00,-10.050219018E-03
-557.500E-09,+5.276381885167E+00,+10.050283279E-03
-555.000E-09,+5.251256257296E+00,-10.050219018E-03
-552.500E-09,+5.276381885167E+00,-25.125595740E-03
-550.000E-09,+5.251256257296E+00,-15.075344592E-03
-547.500E-09,+5.266331634019E+00,-15.075344592E-03
-545.000E-09,+5.256281382870E+00,-15.075344592E-03
-542.500E-09,+5.251256257296E+00,-15.075344592E-03
-540.000E-09,+5.291457261890E+00,-20.100470166E-03
-537.500E-09,+5.251256257296E+00,-15.075344592E-03
-535.000E-09,+5.251256257296E+00,+15.075408854E-03
-532.500E-09,+5.251256257296E+00,-15.075344592E-03
-530.000E-09,+5.251256257296E+00,+25.125660002E-03
-527.500E-09,+5.251256257296E+00,+25.125660002E-03
-525.000E-09,+5.286432136316E+00,+20.100534428E-03
-522.500E-09,+5.251256257296E+00,-15.075344592E-03
-520.000E-09,+5.251256257296E+00,-15.075344592E-03
-517.500E-09,+5.226130629424E+00,+10.050283279E-03
-515.000E-09,+5.251256257296E+00,-15.075344592E-03
-512.500E-09,+5.276381885167E+00,+10.050283279E-03
-510.000E-09,+5.246231131722E+00,-15.075344592E-03
-507.500E-09,+5.276381885167E+00,-15.075344592E-03
-505.000E-09,+5.251256257296E+00,-15.075344592E-03
-502.500E-09,+5.236180880572E+00,-15.075344592E-03
-500.000E-09,+5.251256257296E+00,-15.075344592E-03
-497.500E-09,+5.251256257296E+00,+32.131E-09
-495.000E-09,+5.251256257296E+00,-15.075344592E-03
-492.500E-09,+5.261306508444E+00,-15.075344592E-03
-490.000E-09,+5.256281382870E+00,-10.050219018E-03
-487.500E-09,+5.266331634019E+00,+10.050283279E-03
-485.000E-09,+5.251256257296E+00,-15.075344592E-03
-482.500E-09,+5.266331634019E+00,+10.050283279E-03
-480.000E-09,+5.286432136316E+00,+20.100534428E-03
-477.500E-09,+5.266331634019E+00,+10.050283279E-03
-475.000E-09,+5.251256257296E+00,-10.050219018E-03
-472.500E-09,+5.276381885167E+00,-15.075344592E-03
-470.000E-09,+5.246231131722E+00,-10.050219018E-03
-467.500E-09,+5.251256257296E+00,-15.075344592E-03
-465.000E-09,+5.291457261890E+00,-15.075344592E-03
-462.500E-09,+5.251256257296E+00,+32.131E-09
-460.000E-09,+5.286432136316E+00,-15.075344592E-03
-457.500E-09,+5.251256257296E+00,+10.050283279E-03
-455.000E-09,+5.251256257296E+00,+20.100534428E-03
-452.500E-09,+5.251256257296E+00,-15.075344592E-03
-450.000E-09,+5.251256257296E+00,+20.100534428E-03
-447.500E-09,+5.251256257296E+00,+32.131E-09
-445.000E-09,+5.216080378275E+00,-15.075344592E-03
-442.500E-09,+5.241206006148E+00,-15.075344592E-03
-440.000E-09,+5.286432136316E+00,-15.075344592E-03
-437.500E-09,+5.251256257296E+00,-15.075344592E-03
-435.000E-09,+5.286432136316E+00,-10.050219018E-03
-432.500E-09,+5.276381885167E+00,-15.075344592E-03
-430.000E-09,+5.286432136316E+00,-15.075344592E-03
-427.500E-09,+5.251256257296E+00,-15.075344592E-03
-425.000E-09,+5.256281382870E+00,-15.075344592E-03
-422.500E-09,+5.251256257296E+00,-15.075344592E-03
-420.000E-09,+5.286432136316E+00,+20.100534428E-03
-417.500E-09,+5.266331634019E+00,+32.131E-09
-415.000E-09,+5.256281382870E+00,-20.100470166E-03
-412.500E-09,+5.276381885167E+00,-15.075344592E-03
-410.000E-09,+5.251256257296E+00,-15.075344592E-03
-407.500E-09,+5.291457261890E+00,-15.075344592E-03
-405.000E-09,+5.291457261890E+00,+20.100534428E-03
-402.500E-09,+5.266331634019E+00,+25.125660002E-03
-400.000E-09,+5.281407010742E+00,+25.125660002E-03
-397.500E-09,+5.251256257296E+00,+25.125660002E-03
-395.000E-09,+5.291457261890E+00,-10.050219018E-03
-392.500E-09,+5.251256257296E+00,-15.075344592E-03
-390.000E-09,+5.286432136316E+00,+25.125660002E-03
-387.500E-09,+5.316582889761E+00,+10.050283279E-03
-385.000E-09,+5.286432136316E+00,-15.075344592E-03
-382.500E-09,+5.251256257296E+00,-15.075344592E-03
-380.000E-09,+5.286432136316E+00,-15.075344592E-03
-377.500E-09,+5.251256257296E+00,-15.075344592E-03
-375.000E-09,+5.256281382870E+00,-15.075344592E-03
-372.500E-09,+5.276381885167E+00,+32.131E-09
-370.000E-09,+5.251256257296E+00,+25.125660002E-03
-367.500E-09,+5.251256257296E+00,-15.075344592E-03
-365.000E-09,+5.256281382870E+00,-15.075344592E-03
-362.500E-09,+5.251256257296E+00,+10.050283279E-03
-360.000E-09,+5.251256257296E+00,-15.075344592E-03
-357.500E-09,+5.276381885167E+00,-5.025093444E-03
-355.000E-09,+5.286432136316E+00,-50.251223613E-03
-352.500E-09,+5.276381885167E+00,-15.075344592E-03
-350.000E-09,+5.256281382870E+00,-10.050219018E-03
-347.500E-09,+5.251256257296E+00,-15.075344592E-03
-345.000E-09,+5.286432136316E+00,+20.100534428E-03
-342.500E-09,+5.251256257296E+00,+32.131E-09
-340.000E-09,+5.286432136316E+00,-15.075344592E-03
-337.500E-09,+5.251256257296E+00,-15.075344592E-03
-335.000E-09,+5.251256257296E+00,+20.100534428E-03
-332.500E-09,+5.236180880572E+00,+32.131E-09
-330.000E-09,+5.286432136316E+00,-10.050219018E-03
-327.500E-09,+5.251256257296E+00,+32.131E-09
-325.000E-09,+5.291457261890E+00,-15.075344592E-03
-322.500E-09,+5.276381885167E+00,-15.075344592E-03
-320.000E-09,+5.251256257296E+00,-50.251223613E-03
-317.500E-09,+5.266331634019E+00,+10.050283279E-03
-315.000E-09,+5.251256257296E+00,-15.075344592E-03
-312.500E-09,+5.251256257296E+00,+10.050283279E-03
-310.000E-09,+5.251256257296E+00,-10.050219018E-03
-307.500E-09,+5.251256257296E+00,-40.200972464E-03
-305.000E-09,+5.251256257296E+00,-15.075344592E-03
-302.500E-09,+5.236180880572E+00,-15.075344592E-03
-300.000E-09,+5.286432136316E+00,-15.075344592E-03
-297.500E-09,+5.251256257296E+00,-15.075344592E-03
-295.000E-09,+5.251256257296E+00,-15.075344592E-03
-292.500E-09,+5.261306508443E+00,+32.131E-09
-290.000E-09,+5.251256257296E+00,-15.075344592E-03
-287.500E-09,+5.266331634019E+00,+10.050283279E-03
-285.000E-09,+5.251256257296E+00,-10.050219018E-03
-282.500E-09,+5.251256257296E+00,+10.050283279E-03
-280.000E-09,+5.281407010742E+00,-15.075344592E-03
-277.500E-09,+5.226130629424E+00,-15.075344592E-03
-275.000E-09,+5.286432136316E+00,-10.050219018E-03
-272.500E-09,+5.251256257296E+00,-15.075344592E-03
-270.000E-09,+5.246231131722E+00,-15.075344592E-03
-267.500E-09,+5.276381885167E+00,-15.075344592E-03
-265.000E-09,+5.291457261890E+00,-20.100470166E-03
-262.500E-09,+5.226130629424E+00,+32.131E-09
-260.000E-09,+5.286432136316E+00,-50.251223613E-03
-257.500E-09,+5.251256257296E+00,+25.125660002E-03
-255.000E-09,+5.251256257296E+00,-15.075344592E-03
-252.500E-09,+5.261306508443E+00,+32.131E-09
-250.000E-09,+5.251256257296E+00,-15.075344592E-03
-247.500E-09,+5.266331634019E+00,+25.125660002E-03
-245.000E-09,+5.256281382870E+00,+20.100534428E-03
-242.500E-09,+5.291457261890E+00,-15.075344592E-03
-240.000E-09,+5.286432136316E+00,-10.050219018E-03
-237.500E-09,+5.276381885167E+00,+10.050283279E-03
-235.000E-09,+5.251256257296E+00,-10.050219018E-03
-232.500E-09,+5.251256257296E+00,-15.075344592E-03
-230.000E-09,+5.251256257296E+00,-15.075344592E-03
-227.500E-09,+5.266331634019E+00,-40.200972464E-03
-225.000E-09,+5.256281382870E+00,+20.100534428E-03
-222.500E-09,+5.276381885167E+00,+32.131E-09
-220.000E-09,+5.286432136316E+00,-15.075344592E-03
-217.500E-09,+5.276381885167E+00,-15.075344592E-03
-215.000E-09,+5.286432136316E+00,-15.075344592E-03
-212.500E-09,+5.251256257296E+00,+32.131E-09
-210.000E-09,+5.251256257296E+00,-15.075344592E-03
-207.500E-09,+5.266331634019E+00,+25.125660002E-03
-205.000E-09,+5.256281382870E+00,+20.100534428E-03
-202.500E-09,+5.251256257296E+00,-15.075344592E-03
-200.000E-09,+5.251256257296E+00,+20.100534428E-03
-197.500E-09,+5.251256257296E+00,+10.050283279E-03
-195.000E-09,+5.286432136316E+00,-15.075344592E-03
-192.500E-09,+5.276381885167E+00,-15.075344592E-03
-190.000E-09,+5.251256257296E+00,-10.050219018E-03
-187.500E-09,+5.276381885167E+00,-15.075344592E-03
-185.000E-09,+5.256281382870E+00,-15.075344592E-03
-182.500E-09,+5.266331634019E+00,-15.075344592E-03
-180.000E-09,+5.286432136316E+00,-50.251223613E-03
-177.500E-09,+5.251256257296E+00,-15.075344592E-03
-175.000E-09,+5.256281382870E+00,-15.075344592E-03
-172.500E-09,+5.276381885167E+00,+32.131E-09
-170.000E-09,+5.256281382870E+00,+20.100534428E-03
-167.500E-09,+5.266331634019E+00,+32.131E-09
-165.000E-09,+5.256281382870E+00,+20.100534428E-03
-162.500E-09,+5.251256257296E+00,-15.075344592E-03
-160.000E-09,+5.286432136316E+00,-15.075344592E-03
-157.500E-09,+5.276381885167E+00,-15.075344592E-03
-155.000E-09,+5.286432136316E+00,-10.050219018E-03
-152.500E-09,+5.276381885167E+00,-15.075344592E-03
-150.000E-09,+5.251256257296E+00,-45.226098039E-03
-147.500E-09,+5.266331634019E+00,-15.075344592E-03
-145.000E-09,+5.251256257296E+00,-15.075344592E-03
-142.500E-09,+5.251256257296E+00,-15.075344592E-03
-140.000E-09,+5.291457261890E+00,-15.075344592E-03
-137.500E-09,+5.276381885167E+00,+10.050283279E-03
-135.000E-09,+5.251256257296E+00,+20.100534428E-03
-132.500E-09,+5.291457261890E+00,+32.131E-09
