x-axis,v1,v2
second,Volt,Volt
-1.082500E-06,+5.251256257296E+00,+32.131E-09
-1.080000E-06,+5.326633140911E+00,-15.075344592E-03
-1.077500E-06,+5.291457261890E+00,+10.050283279E-03
-1.075000E-06,+5.251256257296E+00,+20.100534428E-03
-1.072500E-06,+5.266331634019E+00,-15.075344592E-03
-1.070000E-06,+5.251256257296E+00,-15.075344592E-03
-1.067500E-06,+5.251256257296E+00,+10.050283279E-03
-1.065000E-06,+5.251256257296E+00,-10.050219018E-03
-1.062500E-06,+5.276381885167E+00,-15.075344592E-03
-1.060000E-06,+5.256281382870E+00,-5.025093444E-03
-1.057500E-06,+5.291457261890E+00,+10.050283279E-03
-1.055000E-06,+5.256281382870E+00,-15.075344592E-03
-1.052500E-06,+5.266331634019E+00,-15.075344592E-03
-1.050000E-06,+5.291457261890E+00,-20.100470167E-03
-1.047500E-06,+5.266331634019E+00,-15.075344592E-03
-1.045000E-06,+5.246231131721E+00,+20.100534428E-03
-1.042500E-06,+5.251256257296E+00,+32.131E-09
-1.040000E-06,+5.256281382870E+00,+20.100534428E-03
-1.037500E-06,+5.251256257296E+00,-15.075344592E-03
-1.035000E-06,+5.286432136316E+00,+20.100534428E-03
-1.032500E-06,+5.291457261890E+00,-30.150721315E-03
-1.030000E-06,+5.291457261890E+00,-15.075344592E-03
-1.027500E-06,+5.251256257296E+00,-15.075344592E-03
-1.025000E-06,+5.251256257296E+00,-15.075344592E-03
-1.022500E-06,+5.251256257296E+00,-15.075344592E-03
-1.020000E-06,+5.251256257296E+00,-10.050219018E-03
-1.017500E-06,+5.236180880573E+00,-15.075344592E-03
-1.015000E-06,+5.251256257296E+00,-15.075344592E-03
-1.012500E-06,+5.266331634019E+00,-15.075344592E-03
-1.010000E-06,+5.256281382870E+00,-20.100470167E-03
-1.007500E-06,+5.251256257296E+00,-15.075344592E-03
-1.005000E-06,+5.286432136316E+00,-15.075344592E-03
-1.002500E-06,+5.226130629424E+00,+32.131E-09
-1.000000E-06,+5.286432136316E+00,-10.050219018E-03
-997.500E-09,+5.251256257296E+00,-15.075344592E-03
-995.000E-09,+5.251256257296E+00,+15.075408854E-03
-992.500E-09,+5.266331634019E+00,+32.131E-09
-990.000E-09,+5.256281382870E+00,-50.251223613E-03
-987.500E-09,+5.276381885167E+00,+10.050283279E-03
-985.000E-09,+5.286432136316E+00,-10.050219018E-03
-982.500E-09,+5.276381885167E+00,+10.050283279E-03
-980.000E-09,+5.251256257296E+00,-10.050219018E-03
-977.500E-09,+5.276381885167E+00,-15.075344592E-03
-975.000E-09,+5.251256257296E+00,+20.100534428E-03
-972.500E-09,+5.251256257296E+00,-15.075344592E-03
-970.000E-09,+5.291457261890E+00,-20.100470167E-03
-967.500E-09,+5.291457261890E+00,+32.131E-09
-965.000E-09,+5.251256257296E+00,-20.100470167E-03
-962.500E-09,+5.226130629424E+00,+32.131E-09
-960.000E-09,+5.286432136316E+00,-15.075344592E-03
-957.500E-09,+5.291457261890E+00,-15.075344592E-03
-955.000E-09,+5.251256257296E+00,-15.075344592E-03
-952.500E-09,+5.276381885167E+00,+10.050283279E-03
-950.000E-09,+5.291457261890E+00,-10.050219018E-03
-947.500E-09,+5.251256257296E+00,+10.050283279E-03
-945.000E-09,+5.256281382870E+00,-15.075344592E-03
-942.500E-09,+5.266331634019E+00,+32.131E-09
-940.000E-09,+5.251256257296E+00,-10.050219018E-03
-937.500E-09,+5.276381885167E+00,-40.200972464E-03
-935.000E-09,+5.251256257296E+00,-15.075344592E-03
-932.500E-09,+5.251256257296E+00,-15.075344592E-03
-930.000E-09,+5.256281382870E+00,-15.075344592E-03
-927.500E-09,+5.266331634019E+00,-15.075344592E-03
-925.000E-09,+5.286432136316E+00,-15.075344592E-03
-922.500E-09,+5.251256257296E+00,-40.200972464E-03
-920.000E-09,+5.251256257296E+00,-15.075344592E-03
-917.500E-09,+5.261306508444E+00,-15.075344592E-03
-915.000E-09,+5.246231131721E+00,-20.100470166E-03
-912.500E-09,+5.251256257296E+00,-5.025093444E-03
-910.000E-09,+5.251256257296E+00,-10.050219018E-03
-907.500E-09,+5.236180880572E+00,+10.050283279E-03
-905.000E-09,+5.291457261890E+00,-15.075344592E-03
-902.500E-09,+5.291457261890E+00,-15.075344592E-03
-900.000E-09,+5.251256257296E+00,+25.125660002E-03
-897.500E-09,+5.276381885167E+00,-15.075344592E-03
-895.000E-09,+5.251256257296E+00,-15.075344592E-03
-892.500E-09,+5.266331634019E+00,-15.075344592E-03
-890.000E-09,+5.291457261890E+00,-15.075344592E-03
-887.500E-09,+5.251256257296E+00,+10.050283279E-03
-885.000E-09,+5.286432136316E+00,-15.075344592E-03
-882.500E-09,+5.236180880572E+00,+32.131E-09
-880.000E-09,+5.251256257296E+00,-15.075344592E-03
-877.500E-09,+5.276381885167E+00,+10.050283279E-03
-875.000E-09,+5.251256257296E+00,+20.100534428E-03
-872.500E-09,+5.291457261890E+00,-15.075344592E-03
-870.000E-09,+5.256281382870E+00,-10.050219018E-03
-867.500E-09,+5.276381885167E+00,-15.075344592E-03
-865.000E-09,+5.251256257296E+00,-10.050219018E-03
-862.500E-09,+5.266331634019E+00,-15.075344592E-03
-860.000E-09,+5.291457261890E+00,-10.050219018E-03
-857.500E-09,+5.291457261890E+00,-15.075344592E-03
-855.000E-09,+5.251256257296E+00,-15.075344592E-03
-852.500E-09,+5.291457261890E+00,+32.131E-09
-850.000E-09,+5.216080378275E+00,-15.075344592E-03
-847.500E-09,+5.251256257296E+00,-15.075344592E-03
-845.000E-09,+5.286432136316E+00,+20.100534428E-03
-842.500E-09,+5.266331634019E+00,-15.075344592E-03
-840.000E-09,+5.251256257296E+00,+20.100534428E-03
-837.500E-09,+5.276381885167E+00,+10.050283279E-03
-835.000E-09,+5.286432136316E+00,-15.075344592E-03
-832.500E-09,+5.266331634019E+00,-15.075344592E-03
-830.000E-09,+5.256281382870E+00,-15.075344592E-03
-827.500E-09,+5.251256257296E+00,+10.050283279E-03
-825.000E-09,+5.286432136316E+00,-15.075344592E-03
-822.500E-09,+5.251256257296E+00,+25.125660002E-03
-820.000E-09,+5.291457261890E+00,-10.050219018E-03
-817.500E-09,+5.251256257296E+00,-40.200972464E-03
-815.000E-09,+5.286432136316E+00,+25.125660002E-03
-812.500E-09,+5.266331634019E+00,+15.075408854E-03
-810.000E-09,+5.256281382870E+00,-15.075344592E-03
-807.500E-09,+5.226130629424E+00,+25.125660002E-03
-805.000E-09,+5.286432136316E+00,-15.075344592E-03
-802.500E-09,+5.266331634019E+00,-15.075344592E-03
-800.000E-09,+5.251256257296E+00,-10.050219018E-03
-797.500E-09,+5.276381885167E+00,+10.050283279E-03
-795.000E-09,+5.246231131721E+00,+20.100534428E-03
-792.500E-09,+5.266331634019E+00,-15.075344592E-03
-790.000E-09,+5.251256257296E+00,-15.075344592E-03
-787.500E-09,+5.226130629424E+00,+10.050283279E-03
-785.000E-09,+5.251256257296E+00,-50.251223613E-03
-782.500E-09,+5.276381885167E+00,-15.075344592E-03
-780.000E-09,+5.256281382870E+00,+25.125660002E-03
-777.500E-09,+5.276381885167E+00,-15.075344592E-03
-775.000E-09,+5.251256257296E+00,-15.075344592E-03
-772.500E-09,+5.251256257296E+00,+25.125660002E-03
-770.000E-09,+5.256281382870E+00,-15.075344592E-03
-767.500E-09,+5.251256257296E+00,+25.125660002E-03
-765.000E-09,+5.286432136316E+00,+20.100534428E-03
-762.500E-09,+5.251256257296E+00,+32.131E-09
-760.000E-09,+5.286432136316E+00,+25.125660002E-03
-757.500E-09,+5.276381885167E+00,-15.075344592E-03
-755.000E-09,+5.251256257296E+00,-15.075344592E-03
-752.500E-09,+5.251256257296E+00,-30.150721316E-03
-750.000E-09,+5.256281382870E+00,-10.050219018E-03
-747.500E-09,+5.251256257296E+00,-15.075344592E-03
-745.000E-09,+5.286432136316E+00,-10.050219018E-03
-742.500E-09,+5.276381885167E+00,+10.050283279E-03
-740.000E-09,+5.251256257296E+00,-15.075344592E-03
-737.500E-09,+5.276381885167E+00,-15.075344592E-03
-735.000E-09,+5.251256257296E+00,+25.125660002E-03
-732.500E-09,+5.291457261890E+00,+25.125660002E-03
-730.000E-09,+5.256281382870E+00,-15.075344592E-03
-727.500E-09,+5.251256257296E+00,-15.075344592E-03
-725.000E-09,+5.286432136316E+00,+25.125660002E-03
-722.500E-09,+5.251256257296E+00,-15.075344592E-03
-720.000E-09,+5.251256257296E+00,-10.050219018E-03
-717.500E-09,+5.276381885167E+00,+10.050283279E-03
-715.000E-09,+5.251256257296E+00,+15.075408854E-03
-712.500E-09,+5.276381885167E+00,+10.050283279E-03
-710.000E-09,+5.251256257296E+00,+25.125660002E-03
-707.500E-09,+5.251256257296E+00,+10.050283279E-03
-705.000E-09,+5.286432136316E+00,+20.100534428E-03
-702.500E-09,+5.251256257296E+00,-15.075344592E-03
-700.000E-09,+5.251256257296E+00,-50.251223613E-03
-697.500E-09,+5.251256257296E+00,-15.075344592E-03
-695.000E-09,+5.251256257296E+00,+25.125660002E-03
-692.500E-09,+5.266331634019E+00,-15.075344592E-03
-690.000E-09,+5.251256257296E+00,-15.075344592E-03
-687.500E-09,+5.251256257296E+00,+25.125660002E-03
-685.000E-09,+5.251256257296E+00,+20.100534428E-03
-682.500E-09,+5.251256257296E+00,-25.125595740E-03
-680.000E-09,+5.251256257296E+00,-15.075344592E-03
-677.500E-09,+5.276381885167E+00,+32.131E-09
-675.000E-09,+5.281407010742E+00,+20.100534428E-03
-672.500E-09,+5.251256257296E+00,-15.075344592E-03
-670.000E-09,+5.251256257296E+00,-15.075344592E-03
-667.500E-09,+5.226130629424E+00,-15.075344592E-03
-665.000E-09,+5.251256257296E+00,-10.050219018E-03
-662.500E-09,+5.276381885167E+00,+32.131E-09
-660.000E-09,+5.251256257296E+00,-10.050219018E-03
-657.500E-09,+5.276381885167E+00,-15.075344592E-03
-655.000E-09,+5.251256257296E+00,-15.075344592E-03
-652.500E-09,+5.266331634019E+00,-15.075344592E-03
-650.000E-09,+5.256281382870E+00,-50.251223613E-03
-647.500E-09,+5.251256257296E+00,+32.131E-09
-645.000E-09,+5.251256257296E+00,+20.100534428E-03
-642.500E-09,+5.251256257296E+00,-15.075344592E-03
-640.000E-09,+5.246231131722E+00,-10.050219018E-03
-637.500E-09,+5.251256257296E+00,+10.050283279E-03
-635.000E-09,+5.251256257296E+00,+20.100534428E-03
-632.500E-09,+5.276381885167E+00,-15.075344592E-03
-630.000E-09,+5.291457261890E+00,-15.075344592E-03
-627.500E-09,+5.251256257296E+00,+10.050283279E-03
-625.000E-09,+5.286432136316E+00,-10.050219018E-03
-622.500E-09,+5.251256257296E+00,-15.075344592E-03
-620.000E-09,+5.216080378275E+00,+25.125660002E-03
-617.500E-09,+5.251256257296E+00,-40.200972464E-03
-615.000E-09,+5.251256257296E+00,-15.075344592E-03
-612.500E-09,+5.266331634019E+00,-15.075344592E-03
-610.000E-09,+5.221105503849E+00,-15.075344592E-03
-607.500E-09,+5.251256257296E+00,+32.131E-09
-605.000E-09,+5.286432136316E+00,-15.075344592E-03
-602.500E-09,+5.226130629424E+00,+32.131E-09
-600.000E-09,+5.251256257296E+00,+20.100534428E-03
-597.500E-09,+5.291457261890E+00,-15.075344592E-03
-595.000E-09,+5.251256257296E+00,+20.100534428E-03
-592.500E-09,+5.266331634019E+00,+10.050283279E-03
-590.000E-09,+5.326633140911E+00,-15.075344592E-03
-587.500E-09,+5.261306508444E+00,+10.050283279E-03
-585.000E-09,+5.291457261890E+00,-15.075344592E-03
-582.500E-09,+5.276381885167E+00,-15.075344592E-03
-580.000E-09,+5.251256257296E+00,-10.050219018E-03
-577.500E-09,+5.276381885167E+00,-15.075344592E-03
-575.000E-09,+5.256281382870E+00,+25.125660002E-03
-572.500E-09,+5.251256257296E+00,-15.075344592E-03
-570.000E-09,+5.291457261890E+00,-15.075344592E-03
-567.500E-09,+5.251256257296E+00,+32.131E-09
-565.000E-09,+5.251256257296E+00,-15.075344592E-03
-562.500E-09,+5.251256257296E+00,+32.131E-09
-560.000E-09,+5.286432136316E+00,+20.100534428E-03
-557.500E-09,+5.276381885167E+00,+10.050283279E-03
-555.000E-09,+5.251256257296E+00,-15.075344592E-03
-552.500E-09,+5.266331634019E+00,+25.125660002E-03
-550.000E-09,+5.291457261890E+00,+25.125660002E-03
-547.500E-09,+5.266331634019E+00,+10.050283279E-03
-545.000E-09,+5.251256257296E+00,-15.075344592E-03
-542.500E-09,+5.251256257296E+00,-15.075344592E-03
-540.000E-09,+5.251256257296E+00,-45.226098039E-03
-537.500E-09,+5.276381885167E+00,-15.075344592E-03
-535.000E-09,+5.251256257296E+00,-15.075344592E-03
-532.500E-09,+5.251256257296E+00,-15.075344592E-03
-530.000E-09,+5.256281382870E+00,-15.075344592E-03
-527.500E-09,+5.251256257296E+00,-15.075344592E-03
-525.000E-09,+5.251256257296E+00,-15.075344592E-03
-522.500E-09,+5.251256257296E+00,+32.131E-09
-520.000E-09,+5.251256257296E+00,+20.100534428E-03
-517.500E-09,+5.251256257296E+00,-15.075344592E-03
-515.000E-09,+5.281407010742E+00,+20.100534428E-03
-512.500E-09,+5.251256257296E+00,-15.075344592E-03
-510.000E-09,+5.286432136316E+00,-15.075344592E-03
-507.500E-09,+5.251256257296E+00,-30.150721316E-03
-505.000E-09,+5.251256257296E+00,-10.050219018E-03
-502.500E-09,+5.251256257296E+00,-15.075344592E-03
-500.000E-09,+5.251256257296E+00,-10.050219018E-03
-497.500E-09,+5.251256257296E+00,-15.075344592E-03
-495.000E-09,+5.256281382870E+00,-15.075344592E-03
-492.500E-09,+5.251256257296E+00,-15.075344592E-03
-490.000E-09,+5.256281382870E+00,-15.075344592E-03
-487.500E-09,+5.266331634019E+00,+10.050283279E-03
-485.000E-09,+5.251256257296E+00,-15.075344592E-03
-482.500E-09,+5.266331634019E+00,-40.200972464E-03
-480.000E-09,+5.286432136316E+00,-15.075344592E-03
-477.500E-09,+5.266331634019E+00,+25.125660002E-03
-475.000E-09,+5.251256257296E+00,-15.075344592E-03
-472.500E-09,+5.251256257296E+00,+10.050283279E-03
-470.000E-09,+5.256281382870E+00,-10.050219018E-03
-467.500E-09,+5.251256257296E+00,+10.050283279E-03
-465.000E-09,+5.291457261890E+00,-10.050219018E-03
-462.500E-09,+5.276381885167E+00,-15.075344592E-03
-460.000E-09,+5.256281382870E+00,-10.050219018E-03
-457.500E-09,+5.276381885167E+00,-30.150721316E-03
-455.000E-09,+5.256281382870E+00,-15.075344592E-03
-452.500E-09,+5.251256257296E+00,+25.125660002E-03
-450.000E-09,+5.256281382870E+00,-15.075344592E-03
-447.500E-09,+5.251256257296E+00,-15.075344592E-03
-445.000E-09,+5.251256257296E+00,+25.125660002E-03
-442.500E-09,+5.251256257296E+00,+32.131E-09
-440.000E-09,+5.251256257296E+00,+20.100534428E-03
-437.500E-09,+5.276381885167E+00,-15.075344592E-03
-435.000E-09,+5.256281382870E+00,+20.100534428E-03
-432.500E-09,+5.291457261890E+00,+32.131E-09
-430.000E-09,+5.256281382870E+00,-15.075344592E-03
-427.500E-09,+5.276381885167E+00,-15.075344592E-03
-425.000E-09,+5.286432136316E+00,-10.050219018E-03
-422.500E-09,+5.251256257296E+00,+32.131E-09
-420.000E-09,+5.251256257296E+00,-15.075344592E-03
-417.500E-09,+5.261306508444E+00,-15.075344592E-03
-415.000E-09,+5.251256257296E+00,-15.075344592E-03
-412.500E-09,+5.291457261890E+00,+32.131E-09
-410.000E-09,+5.256281382870E+00,-15.075344592E-03
-407.500E-09,+5.291457261890E+00,+25.125660002E-03
-405.000E-09,+5.256281382870E+00,+20.100534428E-03
-402.500E-09,+5.251256257296E+00,+32.131E-09
-400.000E-09,+5.291457261890E+00,-15.075344592E-03
-397.500E-09,+5.276381885167E+00,+10.050283279E-03
-395.000E-09,+5.251256257296E+00,+20.100534428E-03
-392.500E-09,+5.266331634019E+00,+10.050283279E-03
-390.000E-09,+5.256281382870E+00,-15.075344592E-03
-387.500E-09,+5.276381885167E+00,+10.050283279E-03
-385.000E-09,+5.286432136316E+00,+25.125660002E-03
-382.500E-09,+5.251256257296E+00,+32.131E-09
-380.000E-09,+5.251256257296E+00,-10.050219018E-03
-377.500E-09,+5.261306508444E+00,-15.075344592E-03
-375.000E-09,+5.216080378275E+00,-15.075344592E-03
-372.500E-09,+5.266331634019E+00,-15.075344592E-03
-370.000E-09,+5.211055252701E+00,-15.075344592E-03
-367.500E-09,+5.145728620235E+00,+25.125660002E-03
-365.000E-09,+4.994974853006E+00,+25.125660002E-03
-362.500E-09,+4.748743699865E+00,+32.131E-09
-360.000E-09,+4.422110537535E+00,+20.100534428E-03
-357.500E-09,+4.025125617163E+00,-15.075344592E-03
-355.000E-09,+3.537688436454E+00,-20.100470166E-03
-352.500E-09,+3.100502511488E+00,-30.150721316E-03
-350.000E-09,+2.703517591116E+00,-15.075344592E-03
-347.500E-09,+2.321608047468E+00,-30.150721316E-03
-345.000E-09,+1.984924633988E+00,-15.075344592E-03
-342.500E-09,+1.718592978549E+00,+10.050283279E-03
-340.000E-09,+1.417085444090E+00,+65.326664597E-03
-337.500E-09,+1.140703537502E+00,+50.251287873E-03
-335.000E-09,+904.522635509E-03,+105.527669191E-03
-332.500E-09,+738.693491557E-03,+120.603045915E-03
-330.000E-09,+587.939724326E-03,+70.351790171E-03
-327.500E-09,+522.613091860E-03,+145.728673786E-03
-325.000E-09,+462.311584969E-03,+180.904552807E-03
-322.500E-09,+361.809073482E-03,+120.603045915E-03
-320.000E-09,+341.708571185E-03,+145.728673786E-03
-317.500E-09,+346.733696759E-03,+145.728673786E-03
-315.000E-09,+271.356813144E-03,+140.703548212E-03
-312.500E-09,+291.457315441E-03,+130.653297063E-03
-310.000E-09,+266.331687570E-03,+150.753799360E-03
-307.500E-09,+241.206059698E-03,+170.854301657E-03
-305.000E-09,+266.331687570E-03,+150.753799360E-03
-302.500E-09,+251.256310846E-03,+226.130682975E-03
-300.000E-09,+261.306561996E-03,+236.180934123E-03
-297.500E-09,+251.256310846E-03,+291.457315441E-03
-295.000E-09,+190.954803954E-03,+346.733696759E-03
-292.500E-09,+241.206059698E-03,+346.733696759E-03
-290.000E-09,+150.753799360E-03,+391.959826927E-03
-287.500E-09,+185.929678380E-03,+427.135705948E-03
-285.000E-09,+185.929678380E-03,+427.135705948E-03
-282.500E-09,+170.854301657E-03,+442.211082671E-03
-280.000E-09,+180.904552807E-03,+467.336710542E-03
-277.500E-09,+170.854301657E-03,+467.336710542E-03
-275.000E-09,+145.728673786E-03,+462.311584969E-03
-272.500E-09,+160.804050509E-03,+467.336710542E-03
-270.000E-09,+140.703548212E-03,+502.512589563E-03
-267.500E-09,+130.653297063E-03,+492.462338414E-03
-265.000E-09,+105.527669191E-03,+472.361836116E-03
-262.500E-09,+105.527669191E-03,+522.613091860E-03
-260.000E-09,+140.703548212E-03,+552.763845305E-03
-257.500E-09,+105.527669191E-03,+587.939724326E-03
-255.000E-09,+110.552794765E-03,+633.165854495E-03
-252.500E-09,+120.603045915E-03,+668.341733515E-03
-250.000E-09,+105.527669191E-03,+673.366859089E-03
-247.500E-09,+80.402041320E-03,+708.542738110E-03
-245.000E-09,+105.527669191E-03,+783.919621725E-03
-242.500E-09,+80.402041320E-03,+763.819119428E-03
-240.000E-09,+140.703548212E-03,+748.743742704E-03
-237.500E-09,+130.653297063E-03,+788.944747299E-03
-235.000E-09,+105.527669191E-03,+783.919621725E-03
-232.500E-09,+120.603045915E-03,+788.944747299E-03
-230.000E-09,+140.703548212E-03,+793.969872873E-03
-227.500E-09,+120.603045915E-03,+829.145751894E-03
-225.000E-09,+105.527669191E-03,+829.145751894E-03
-222.500E-09,+130.653297063E-03,+854.271379765E-03
-220.000E-09,+70.351790171E-03,+874.371882062E-03
-217.500E-09,+90.452292468E-03,+869.346756488E-03
-215.000E-09,+70.351790171E-03,+914.572886657E-03
-212.500E-09,+80.402041320E-03,+949.748765677E-03
-210.000E-09,+70.351790171E-03,+954.773891251E-03
-207.500E-09,+80.402041320E-03,+1.030150774866E+00
-205.000E-09,+105.527669191E-03,+1.030150774866E+00
-202.500E-09,+80.402041320E-03,+1.070351779461E+00
-200.000E-09,+65.326664597E-03,+1.110552784055E+00
-197.500E-09,+130.653297063E-03,+1.120603035203E+00
-195.000E-09,+65.326664597E-03,+1.105527658482E+00
-192.500E-09,+105.527669191E-03,+1.110552784055E+00
-190.000E-09,+105.527669191E-03,+1.115577909629E+00
-187.500E-09,+105.527669191E-03,+1.125628160779E+00
-185.000E-09,+65.326664597E-03,+1.150753788650E+00
-182.500E-09,+90.452292468E-03,+1.175879416521E+00
-180.000E-09,+70.351790171E-03,+1.155778914224E+00
-177.500E-09,+105.527669191E-03,+1.175879416521E+00
-175.000E-09,+70.351790171E-03,+1.271356802434E+00
-172.500E-09,+105.527669191E-03,+1.271356802434E+00
-170.000E-09,+105.527669191E-03,+1.276381928008E+00
-167.500E-09,+105.527669191E-03,+1.311557807028E+00
-165.000E-09,+140.703548212E-03,+1.351758811623E+00
-162.500E-09,+105.527669191E-03,+1.351758811623E+00
-160.000E-09,+140.703548212E-03,+1.391959816217E+00
-157.500E-09,+90.452292468E-03,+1.432160820812E+00
-155.000E-09,+100.502543617E-03,+1.427135695238E+00
-152.500E-09,+105.527669191E-03,+1.407035192941E+00
-150.000E-09,+140.703548212E-03,+1.437185946386E+00
-147.500E-09,+90.452292468E-03,+1.472361825407E+00
-145.000E-09,+105.527669191E-03,+1.472361825407E+00
-142.500E-09,+115.577920339E-03,+1.472361825407E+00
-140.000E-09,+105.527669191E-03,+1.472361825407E+00
-137.500E-09,+90.452292468E-03,+1.512562830001E+00
-135.000E-09,+105.527669191E-03,+1.552763834596E+00
-132.500E-09,+80.402041320E-03,+1.567839211319E+00
